nom	adaptat	lat	lon	email	telf	fax	addr	url
Restaurant Marisqueria Las 5 Villas	0	41.3930374611	2.13067388889		Work: +34 932802858	Fax: +34 932805643	Rda General Mitre 1 Baix, 08017, les Tres Torres, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Blat Net *Sitges	0	41.3843268861	2.16976297222		Work: +34 933179925		C Sitges 6, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar Bocatta *Pl Sant Jaume	0	41.3829596222	2.17722791667		Work: +34 933151606	Fax: +34 933151606	Pl Sant Jaume 6, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.bocatta.es
Bar Restaurant La Perla *Numáncia	0	41.3842990917	2.13825555556		Work: +34 934305017		Numància 66, 08029, les Corts, Les Corts, BARCELONA	
Restaurant La Torreta de Sarrià	0	41.4086534722	2.10996908333		Work: +34 932805630		Ctra Sarrià a Vallvidrera 82, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Sweet Gaufre	0	41.3815317167	2.17268580556		Work: +34 933026960		C la Rambla 83, 08002, el Raval, Ciutat Vella, BARCELONA	
Bar Restaurant A Canteira	0	41.4022045833	2.16541952778		Work: +34 934588486		Pg Sant Joan 159, 08037, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	
Bar Bus Exprés	0	41.4316630667	2.18353841667		Work: +34 933450206		Av Meridiana 408*410, 08030, Sant Andreu, Sant Andreu, BARCELONA	
Restaurant La Taverna de Santa Maria	0	41.3831067139	2.18118988889		Work: +34 933103096	Fax: +34 933103096	C Abaixadors 10 bxs 3a, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Ca La Monyos	0	41.3850505056	2.16167133333		Work: +34 934545358		C Muntaner 18, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Can Tornem-hi	0	41.3862118778	2.11222863889		Work: +34 932804814		Av Exèrcit 8*10, 08034, Pedralbes, Les Corts, BARCELONA	
Restaurant All i Oli	0	41.4313704333	2.18122463889		Work: +34 934083542		Alella 3, 08016, Porta, Nou Barris, BARCELONA	http://www.rbmesa.com/allioli.htm
Restaurant Sal i Pebre	0	41.3865521833	2.11266038889		Work: +34 932053658		Alfambra 14, 08034, Pedralbes, Les Corts, BARCELONA	
Restaurant Triton	0	41.3866782806	2.11260666667	Work: rbmesa@noftly.es	Work: +34 932033085	Fax: +34 932044190	Alfambra 16, 08034, Pedralbes, Les Corts, BARCELONA	http://www.rbmesa.com/triton.htm
Bar  Aptc	1	41.3929537417	2.17982930556		Work: +34 932313058		C Alí Bei 43, 08010, el Fort Pienc, Eixample, BARCELONA	
Bar Restaurant Paco Alcalde	0	41.377319675	2.18974780556		Work: +34 932215026	Fax: +34 932214597	C Almirall Aixada 12, 08003, la Barceloneta, Ciutat Vella, BARCELONA	http://www.pacoalcalde-restaurante.com
Bar Restaurant Ancora	0	41.37801235	2.18849191667		Work: +34 932215062	Fax: +34 932215062	C Almirall Cervera 2, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Bar Restaurant Salamanca	1	41.3786937083	2.19072216667		Work: +34 932216616		C Almirall Cervera 27, 08003, la Barceloneta, Ciutat Vella, BARCELONA	http://www.gruposilvestre.com
Restaurant Salamanca	0	41.3786073528	2.19120158333		Work: +34 932215033	Fax: +34 932255156	C Almirall Cervera 34, 08003, la Barceloneta, Ciutat Vella, BARCELONA	http://www.gruposilvestre.com
Restaurant Monguzan	0	41.4007407722	2.19464536111		Work: +34 933007418		C Almogàvers 191, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	
Bodega Costa Brava	0	41.4077956028	2.15520625		Work: +34 934592210		C Alzina 58, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Tastavins - Bodega Brugal	0	41.3882433472	2.14049622222		Work: +34 934301344		Morales 30, 08029, les Corts, Les Corts, BARCELONA	
Restaurant Mercè Vins	0	41.3859305306	2.17427666667		Work: +34 933026056		C n'Amargós 1, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Restaurant El Pati	0	41.3863625722	2.17409794444		Work: +34 933020036		C n'Amargós 13, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Café Loyola	0	41.3956304917	2.14419894444		Work: +34 932099729		Amigó 0044, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Mariona	1	41.3959673611	2.1434695		Work: +34 932011830	Fax: +34 932045653	C Amigó 53, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.marionarestaurant.com
Bar Restaurant Panchito *Amigo	1	41.3961731389	2.14321063889		Work: +34 932022131		C Amigó 57, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.panchito.com
Restaurant La Parrilla	0	41.3967719611	2.142732		Work: +34 932094110		C Amigó 62, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Don Zangano	0	41.3974563222	2.14185127778	Work: donzangano@gmail.com	Work: +34 932094129		C Amigó 74, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Vol de Nit	0	41.3982389944	2.12789016667		Work: +34 932039181		C Anglí 4, 08017, les Tres Torres, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Ca La Nuri Eixample *Consell de Cent	1	41.3937360889	2.16903411111	Work: info@calanuri.com	Work: +34 932155523	Fax: +34 934871058	C Consell de Cent 377, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.calanuri.com
Umma Gumma	0	41.4081410472	2.18599175		Work: +34 932458033		C Aragó 595, 08026, el Camp de l'Arpa del Clot, Sant Martí, BARCELONA	
Bar Restaurant Rincón	0	41.4215339861	2.15895772222		Work: +34 933573085		C Arbós 4, 08032, la Font d'en Fargues, Horta-Guinardó, BARCELONA	
Restaurant Pizzeria La Pizza Nostra	0	41.3845396806	2.18179477778	Work: auroraboreal7@hotmail.com	Work: +34 933199058		C Montcada 29, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Bar Kentucky	0	41.3777065528	2.174696		Work: +34 933182878		Arc del Teatre 11, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar Restaurant  l'Ovella Negra	0	41.3844596194	2.16959402778		Work: +34 933171087	Fax: +34 933171087	C Sitges 5, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar Restaurant Noni	1	41.4220079528	2.14222344444		Work: +34 934174673		C Arenys 21, 08035, la Teixonera, Horta-Guinardó, BARCELONA	
Restaurant La Flauta	1	41.3869094972	2.16110488889		Work: +34 933237038		C Aribau 23, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant El Puma	0	41.3877094778	2.16041227778		Work: +34 934541913		C Aribau 44, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Japonès Yamadori	1	41.3888675639	2.15888411111		Work: +34 934539264	Fax: +34 934513655	C Aribau 68 bxs, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.yashimtagrupo.com
Restaurant Chicoa S.A.	0	41.3892618583	2.15799761111		Work: +34 934538532		C Aribau 73, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Racó d'en Balta	0	41.3913409889	2.15524630556		Work: +34 934531044	Fax: +34 934548348	C Aribau 125, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.racodenbalta.com
Bar Ros Negre	0	41.3930922	2.15288675		Work: +34 934395758		Aribau 167, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant El Patio Andaluz *Aribau	0	41.395777025	2.14972538889		Work: +34 932093378	Fax: +34 932093378	C Aribau 242, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant La Soca	0	41.3978894889	2.14743586111		Work: +34 932009136		C Aribau 280, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Cerveseria O'Brindis	0	41.3980638444	2.14723977778		Work: +34 932095530		C Aribau 282, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Arizala 60	0	41.3784409972	2.12384627778		Work: +34 933339146		Arizala 60, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Bar Restaurant Jumilla	0	41.4031836972	2.13477680556		Work: +34 934173007		C Artesa de Segre 6, 08022, Sant Gervasi - la Bonanova, Sarrià-Sant Gervasi, BARCELONA	
Bar Maria Castaña	0	41.3981381806	2.15313102778		Work: +34 932170985		Via Augusta 53, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Torrotito	0	41.4010079056	2.14930827778		Work: +34 932184156		Via Augusta 101, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Fort Pienc	0	41.394292875	2.17937088889		Work: +34 932656028		Ausias Marc 0077, 08013, el Fort Pienc, Eixample, BARCELONA	
Bar Restaurant Bierzo	0	41.3975730417	2.18412469444		Work: +34 932311420		C Ausiàs Marc 138, 08013, el Fort Pienc, Eixample, BARCELONA	
Bar Restaurant Piratas	0	41.3978470917	2.18412055556		Work: +34 932457642		C Ausias Marc 157, 08013, el Fort Pienc, Eixample, BARCELONA	
Restaurant El Gallo Quirico	1	41.38105225	2.17700461111		Work: +34 933010280		C Avinyó 19, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Casa El Agüelo	0	41.3803076361	2.17915572222		Work: +34 933102325		Avinyó 0037, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Pitarra	0	41.3802384806	2.17916647222	Work: info@restaurantpitarra.cat	Work: +34 933011647	Fax: +34 933018562	C Avinyó 56, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.restaurantpitarra.cat
Bar Restaurant Rodeo	0	41.3676999806	2.13392702778		Work: +34 934213910		C Badal 50, 08014, la Bordeta, Sants-Montjuïc, BARCELONA	
Restaurant O'Bierzo	0	41.3740918778	2.16882769444		Work: +34 934418204		C Vila i Vilà 73, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.obierzo.com
Restaurant Soulet	0	41.3979725972	2.16939708333		Work: +34 934589872		C Bailèn 122, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Mesón La Tinaja	0	41.4020670917	2.16408175		Work: +34 932073624		C Bailèn 206 bxs, 08037, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	
Cerveseria Snack Bar Seven	0	41.3897512583	2.16222680556		Work: +34 934875216		C Balmes 64, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Restaurant La Brochette	0	41.3929944	2.15793583333		Work: +34 932158944		C Balmes 122, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Trattoria Topogigio	0	41.3936798917	2.15667219444		Work: +34 932183193		C Balmes 139, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Baztan	0	41.3938415306	2.15613458333		Work: +34 932171155		C Balmes 147, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Cervesseria Restaurant Tra-Bal	0	41.3977652333	2.15153891667		Work: +34 932373509	Fax: +34 932373509	C Balmes 203, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Creperie Bretonne	0	41.4009239806	2.14812616667		Work: +34 932173048		C Balmes 274, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Carreta	0	41.4039073861	2.14231263889		Work: +34 934185784		C Balmes 358, 08006, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Bar Bavara	0	41.4100315167	2.13746241667		Work: +34 934170649		Balmes 0470, 08022, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Hermanos Loureido	1	41.3885811889	2.18013991667		Work: +34 933193029		C Basses de Sant Pere 10, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Bar Restaurant La Cova Fumada	0	41.3793002444	2.18919366667		Work: +34 932214061		C Baluard 56 bxs, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Restaurant Ciutat Comtal	1	41.3821730667	2.17516916667		Work: +34 933022102		C Banys Nous 8, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Restaurant El Portalon	1	41.3828770167	2.17460747222		Work: +34 933021187		C Banys Nous 20, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Egipte-Rambla	0	41.3814300917	2.17277447222		Work: +34 933179545	Fax: +34 933181544	C la Rambla 79, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.egipte_rambla.com
Bar Bocatta *La Rambla	0	41.3819249611	2.17233394444		Work: +34 934123098	Fax: +34 934123098	C la Rambla 89, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.bocatta.es
Restaurant Viena *La Rambla	0	41.3841451111	2.17072277778		Work: +34 933171492	Fax: +34 933424198	C la Rambla 115 bxs, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.viena.es
Restaurant La Poma	0	41.3843432306	2.17056619444	Work: reservas@restaurantelapoma.com	Work: +34 933019400	Fax: +34 933010035	C la Rambla 117, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.restaurantelapoma.com
 Company *La Rambla	0	41.3846255389	2.17035638889		Work: +34 933016621	Fax: +34 934120768	C la Rambla 123, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.pansandcompany.com
Restaurant Moka	0	41.3840914139	2.17128161111		Work: +34 933026886	Fax: +34 933186948	la Rambla 126, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Restaurant Baviera	0	41.3849563861	2.17010177778		Work: +34 933026063	Fax: +34 933040147	C la Rambla 127, 08002, el Raval, Ciutat Vella, BARCELONA	
Bar Restaurant Núria *La Rambla	0	41.3852185167	2.16990091667	Work: nuria@nuria.com	Work: +34 933023847	Fax: +34 933174377	C la Rambla 133, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.nuria.com
Bar Burger King *Rambla, 135	0	41.3852927833	2.16984455556		Work: +34 934813530	Fax: +34 933015836	C la Rambla 135, 08002, el Raval, Ciutat Vella, BARCELONA	
Restaurant O'Eiro	0	41.383452575	2.13912294444		Work: +34 933214707	Fax: +34 933214707	Berlín 55, 08029, les Corts, Les Corts, BARCELONA	
Restaurant Claudia	0	41.405004425	2.13257863889		Work: +34 932112070		C Bigai 3, 08022, Sant Gervasi - la Bonanova, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Cadí 2	0	41.4160483306	2.20882786111		Work: +34 933081947		C Bolívia 340, 08019, el Besòs i el Maresme, Sant Martí, BARCELONA	
Restaurant Creperia Crep Nova	0	41.4060556639	2.13150711111		Work: +34 932115597		Pg Bonanova 12, 08022, Sant Gervasi - la Bonanova, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Asador del Mar	0	41.3924639889	2.13728022222		Work: +34 932012577	Fax: +34 934143622	C Bori i Fontestà 45, 08017, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.monchos.com
Restaurant La Carassa	0	41.3838611861	2.18048208333		Work: +34 933103306		C Brosolí 1, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant El Asador de Burgos	0	41.3962736556	2.16712122222		Work: +34 932073160		C Bruc 118, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Café Arabia	0	41.4049654389	2.16129402778		Work: +34 932133050		C Bruniquer 38, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Patxi	0	41.3984023	2.15979427778		Work: +34 932172157		C Bonavista 21, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Cafeteria Piper's	0	41.3922105111	2.14697141667	Work: el_pipers@inicia.es	Work: +34 934305154	Fax: +34 934390231	C Buenos Aires 42, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Santiaguiño	0	41.3908991861	2.14516111111		Work: +34 934103022	Fax: +34 934192115	C Buenos Aires 2*4 bxs, 08029, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.santiaguino.com
Restaurant Eucaliptus	0	41.3844107111	2.17028911111		Work: +34 933021824		C Bonsuccés 4, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.eucaliptus.com
Bar Restaurant Julivert Meu	0	41.3842683111	2.17017058333		Work: +34 933180343	Fax: +34 933180343	C Bonsuccés 7, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant Bioasis	0	41.3843334417	2.17015780556		Work: +34 933041559		C Bonsuccés 8, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant La Fragua	0	41.3792469139	2.16916527778		Work: +34 934428097		Rbla Raval 15, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant La Queixalada d'en Xavi	0	41.3764932583	2.15907758333	Work: contacto@laqueixaladadenxavi.com	Work: +34 933254448		C Calàbria 31, 08015, Sant Antoni, Eixample, BARCELONA	http://www.laqueixaladadenxavi.com
Restaurant Xinès Hong-Kong	0	41.3825176361	2.15146977778		Work: +34 932260753		C Calàbria 164, 08015, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant La Font del Bosc	1	41.3826474194	2.150936		Work: +34 932266042	Fax: +34 932264253	C Calàbria 171, 08015, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	http://www.lafontdelbosc.com
Bar Restaurant Pizzeria La Bella Napoli	0	41.3859828639	2.14687833333		Work: +34 933229858		C Calàbria 232, 08029, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Bar Restaurant El Lagarto de Jaen	0	41.4212720278	2.15641233333		Work: +34 934293149		C Calderón de la Barca 71, 08032, el Carmel, Horta-Guinardó, BARCELONA	
Restaurant Xinès Orquidea	0	41.3937235333	2.14487488889		Work: +34 932099539	Fax: +34 932099539	C Calvet 14, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
La Flama	0	41.3937235333	2.14487488889		Work: +34 932090750		Calvet 0014, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Marisqueria Marisk	0	41.3947051	2.14331752778		Work: +34 932006796		C Calvet 27, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.marisk.net
Bar Restaurant Kentucky Fried Chicken *F Macià	1	41.3922153583	2.14474072222		Work: +34 934109231		Pl Francesc Macià 8, 08029, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Bar Indians	0	41.4216355139	2.18115727778		Work: +34 933527262		C Campo Florido 52, 08027, el Congrés i els Indians, Sant Andreu, BARCELONA	
Restaurant Canet	0	41.398785125	2.12369483333		Work: +34 932050768	Fax: +34 932050768	C Canet 38, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	http://www.canetsarria.es
Restaurant Garlana	0	41.3911092444	2.12558602778		Work: +34 932039768		C Capità Arenas 27, 08034, Pedralbes, Les Corts, BARCELONA	
Bar Puzzler's	0	41.3863913583	2.12633158333		Work: +34 933302270		G.V. Carles III 93*95, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Bar Méndez	0	41.42351905	2.15797072222		Work: +34 934201042		Rbla Carmel 70, 08032, el Carmel, Horta-Guinardó, BARCELONA	
Restaurant Quo Vadis	0	41.3826855833	2.17115022222	Work: info@restaurantquovadis.com	Work: +34 933024072	Fax: +34 933010435	C Carme 7, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.restaurantquovadis.com
Restaurant Nou Miño	0	41.3824346944	2.17071452778		Work: +34 933101005		Carme 0019, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar Muy buenas	0	41.3809078194	2.16801208333		Work: +34 934425053		C Carme 63, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant Mesón David	0	41.376803475	2.16851244444		Work: +34 934415934		C Carretes 63, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant Cafetetia Jardí	0	41.4063120222	2.18055783333		Work: +34 932326401		C Cartagena 217, 08013, la Sagrada Família, Eixample, BARCELONA	
Bar Cuatro Puertas	0	41.4282947	2.17087813889		Work: +34 934294930		Cartellà 60, 08031, Vilapicina i la Torre Llobeta, Nou Barris, BARCELONA	
Bar Restaurant Chapolín	0	41.4167699389	2.13997822222		Work: +34 934186073		Ca l'Alegre 4, 08023, Vallcarca i els Penitents, Gràcia, BARCELONA	
Restaurant Reguant	1	41.3825304583	2.16238277778		Work: +34 934246348	Fax: +34 934242146	C Casanova 15 bxs, 08011, Sant Antoni, Eixample, BARCELONA	
Bar Taverna de Mastia	0	41.3831161389	2.16201894444		Work: +34 933231139		Casanova 0022, 08011, Sant Antoni, Eixample, BARCELONA	
Xarcuteria - Càtering Les Gourmets	0	41.3878426556	2.15571477778	Work: gourmets@lesgourmets.es	Work: +34 933231959	Fax: +34 933231959	C Casanova 118*120, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.lesgourmets.es
Restaurant Slavia	0	41.3925815389	2.14908502778		Work: +34 934391710		C Casanova 189, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant El Mussol *Casp	1	41.3893556361	2.17051588889		Work: +34 933017610	Fax: +34 934126030	C Casp 19, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.angrup.com
Restaurant La Fogaccia	1	41.3962711778	2.12905830556		Work: +34 932806434		C Castellnou 44, 08017, les Tres Torres, Sarrià-Sant Gervasi, BARCELONA	
Bar Gines	0	41.4114199194	2.17166747222		Work: +34 934365128		Castillejos 373, 08025, el Baix Guinardó, Horta-Guinardó, BARCELONA	
Bar Restaurant Kentucky Fried Chicken *Pl Catalunya	1	41.3870851917	2.16838786111		Work: +34 934125484		Pl Catalunya 8, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Matamala	0	41.3880100667	2.16736580556		Work: +34 933026631		Rbla Catalunya 13, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.matamalarestaurant.com
